kategori_produk,review,family_template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,nama_produk_normalized,split_grouped,has_box_dimension,has_roll_dimension,has_yard_dimension
Kardus Kemasan,4.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.696667081526462,0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,19.0,9.0,8.668196064952765,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 19 cm x 9 cm bflute,train,1,0,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.294299608857235,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,30.0,9.798182590890704,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 30 cm x 20 cm x 30 cm cflute,train,1,0,0
Pengikat,3.0,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,9.928228944424577,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hijau 1kg,train,0,0,0
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.043292972227004,0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 150 meter,train,0,1,0
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.680406499268877,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.933124826700707,0,0.0,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,41,9,sticker thermal 60 mm x 40 mm 1000 lembar,train,0,0,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.320565693461432,0,3.2,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap global hitam 3.2kg 60 cm x 25 meter,train,0,1,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,13.51440681653079,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 50kg,train,0,0,0
Perlengkapan Rumah,4.0,trash_bag,plastik,lainnya,lainnya,lainnya,lainnya,10.165890277802454,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,kantong plastik sampah 90 cm x 120 cm,train,0,0,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.350418300109132,0,2.2,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack bening 2.2kg 60 cm x 50 meter,train,0,1,0
Perekat,3.5,lakban,lakban,yatta,putih,lainnya,lainnya,8.716207971151853,0,0.0,45.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,1,34,8,lakban yatta putih 45 mm x 50 yard,train,0,0,1
Perekat,3.5,lakban,lakban,smilepack,biru,lainnya,lainnya,9.179984251961285,0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,1,46,9,lakban unboxing biru smilepack 45 mm x 70 yard,train,0,0,1
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.60824473564232,0,3.2,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack hitam 3.2kg 125 cm x 50 meter,train,0,1,0
Perekat,3.5,lakban,lakban,sanpack,coklat,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,1,46,9,lakban unboxing coklat sanpack 45 mm x 90 yard,train,0,0,1
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,11.127277689932466,0,2.4,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global bening 2.4kg 60 cm x 50 meter,train,0,1,0
Perekat,3.5,lakban,lakban,yatta,bening,lainnya,lainnya,8.665785595466064,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,35,8,lakban yatta bening 48 mm x 50 yard,train,0,0,1
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.338583982516496,0,3.2,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,46,10,bubble wrap upack hitam 3.2kg 30 cm x 50 meter,train,0,1,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.37940550085183,0,3.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack bening 3.0kg 30 cm x 50 meter,train,0,1,0
Alat Pengemasan,3.5,tools,staples,joyko,lainnya,lainnya,lainnya,9.546884034617923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,4,isi staples kecil joyko,train,0,0,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.166382176694867,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train,0,1,0
Perekat,3.0,lakban,lakban,smilepack,coklat,lainnya,lainnya,8.665785595466064,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,39,8,lakban smilepack coklat 48 mm x 50 yard,train,0,0,1
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.04793908261736,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train,0,0,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.972810784121404,0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,25.0,15.0,9.733647773244227,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 45 cm x 25 cm x 15 cm bflute,train,1,0,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.305741456739437,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train,0,0,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.34177474101152,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train,0,0,0
Perekat,4.0,lakban,lakban,deli,putih,lainnya,lainnya,9.305741456739437,0,0.0,45.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,1,34,8,lakban deli putih 45 mm x 120 yard,train,0,0,1
Perekat,4.0,lakban,lakban,hiro,putih,lainnya,lainnya,8.81001204797317,0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,1,33,8,lakban hiro putih 45 mm x 70 yard,train,0,0,1
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.61587214452889,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 40 cm x 55 cm,train,0,0,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.366602832783736,0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,35.0,25.0,10.686269748667398,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 50 cm x 35 cm x 25 cm kraft,train,1,0,0
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.433563920090563,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train,0,0,0
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.389026137075234,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,48,10,sticker thermal lipat 100 mm x 100 mm 300 lembar,train,0,0,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.881975184248867,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train,0,0,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.343077871169383,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train,0,0,0
Perekat,3.0,lakban,lakban,sanpack,merah,lainnya,lainnya,8.895766604056085,0,0.0,48.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,65.0,0,0,0,0,1,36,8,lakban sanpack merah 48 mm x 65 yard,train,0,0,1
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.238060533986513,0,0.0,1.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train,0,1,0
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.137877200242468,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train,0,0,0
Perekat,4.0,lakban,lakban,hiro,biru,lainnya,lainnya,8.79497643168877,0,0.0,48.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,85.0,0,0,0,0,1,49,10,lakban fresh vegetables biru hiro 48 mm x 85 yard,train,0,0,1
Kemasan Pengiriman,3.5,polymailer,plastik,lainnya,silver,lainnya,lainnya,9.61587214452889,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,8,plastik polymailer silver 45 cm x 60 cm,train,0,0,0
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.184937747111393,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train,0,0,0
Perekat,3.5,lakban,lakban,smilepack,merah,lainnya,lainnya,9.12706745278236,0,0.0,48.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,0,0,0,0,1,39,8,lakban smilepack merah 48 mm x 100 yard,train,0,0,1
Label,4.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.221977646629885,0,0.0,80.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,sticker thermal 80 mm x 80 mm 500 lembar,train,0,0,0
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,smilepack,bening,lainnya,lainnya,11.362114203075018,0,2.4,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,1,52,10,bubble wrap smilepack bening 2.4kg 125 cm x 25 meter,train,0,1,0
Perekat,3.5,lakban,lakban,hiro,bening,lainnya,lainnya,8.81001204797317,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,34,8,lakban hiro bening 48 mm x 50 yard,train,0,0,1
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,non brand,hitam,lainnya,lainnya,11.407576060361786,1,2.7,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0,0,0,0,1,51,11,bubble wrap non brand hitam 2.7kg 30 cm x 100 meter,train,0,1,0
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 30 cm x 40 cm,train,0,0,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,10.993748398115178,0,2.2,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,46,10,bubble wrap upack hitam 2.2kg 30 cm x 25 meter,train,0,1,0
Kemasan Pengiriman,2.5,polymailer,plastik,lainnya,hitam,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer hitam 40 cm x 55 cm,train,0,0,0
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.749852272189257,0,0.0,3.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train,0,1,0
Perekat,4.0,lakban,lakban,sanpack,merah,lainnya,lainnya,8.881975184248867,0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,36,8,lakban sanpack merah 45 mm x 65 yard,train,0,0,1
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.137877200242468,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.741027444837728,0,0.0,0.0,0.0,10.0,270.0,0.0,0.0,0.0,0.0,0.0,10.0,270.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 270 meter,train,0,1,0
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.101980731853192,0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,19.0,9.0,8.668196064952765,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 19 cm x 9 cm bflute,train,1,0,0
Perekat,3.5,lakban,lakban,joyko,biru,lainnya,lainnya,8.881975184248867,0,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0,0,0,0,1,33,8,lakban joyko biru 45 mm x 75 yard,train,0,0,1
Material Busa,3.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.992256969959042,0,0.0,4.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train,0,1,0
Pengikat,3.5,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,10.085850775128716,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hitam 1kg,train,0,0,0
Pengikat,2.5,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,13.520469474288642,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 50kg,train,0,0,0
Perekat,3.5,lakban,lakban,joyko,bening,lainnya,lainnya,8.665785595466064,0,0.0,48.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,75.0,0,0,0,0,1,35,8,lakban joyko bening 48 mm x 75 yard,train,0,0,1
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.81303746480054,0,15.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 200 cm x 15kg,train,0,0,0
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,smilepack,bening,lainnya,lainnya,11.373674891823535,0,3.2,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0,0,0,0,1,51,10,bubble wrap smilepack bening 3.2kg 60 cm x 50 meter,train,0,1,0
Perekat,4.5,lakban,lakban,deli,putih,lainnya,lainnya,9.433563920090563,0,0.0,45.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,1,34,8,lakban deli putih 45 mm x 120 yard,train,0,0,1
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.06896471037963,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train,0,1,0
Perekat,3.5,lakban,lakban,sanpack,biru,lainnya,lainnya,8.936035096566041,0,0.0,45.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,75.0,0,0,0,0,1,35,8,lakban sanpack biru 45 mm x 75 yard,train,0,0,1
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.905974329106854,0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 50 cm x 250 meter,train,0,1,0
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.308985993422082,0,0.0,0.0,0.0,30.0,200.0,0.0,0.0,0.0,0.0,0.0,30.0,200.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 200 meter,train,0,1,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.173037959397275,0,0.0,1.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train,0,1,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.696667081526462,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,30.0,9.798182590890704,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 20 cm x 30 cm bflute,train,1,0,0
Perekat,3.5,lakban,lakban,hiro,biru,lainnya,lainnya,8.537191877922927,0,0.0,45.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,1,32,8,lakban hiro biru 45 mm x 50 yard,train,0,0,1
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.825580063659602,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 45 cm x 65 cm,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,11.050905878263569,0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 50 cm x 250 meter,train,0,1,0
Perekat,3.5,lakban,lakban,joyko,coklat,lainnya,lainnya,8.648396877031582,0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,1,35,8,lakban joyko coklat 45 mm x 70 yard,train,0,0,1
Perlengkapan Rumah,2.0,trash_bag,plastik,lainnya,putih,lainnya,lainnya,8.895766604056085,0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,34,8,plastik kresek putih 25 cm x 50 cm,train,0,0,0
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.31898612539206,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,30.0,9.798182590890704,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 30 cm x 20 cm x 30 cm cflute,train,1,0,0
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.546884034617923,0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0.0,0.0,0.0,25.0,100.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 25 cm x 100 meter,train,0,1,0
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.35018926709258,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train,0,0,0
Perekat,4.0,lakban,lakban,sanpack,merah,lainnya,lainnya,9.19023970026918,0,0.0,48.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,90.0,0,0,0,0,1,36,8,lakban sanpack merah 48 mm x 90 yard,train,0,0,1
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,11.37940550085183,0,3.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,1,46,10,bubble wrap gmp bening 3.0kg 125 cm x 50 meter,train,0,1,0
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.741027444837728,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train,0,0,0
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,11.002116507732016,0,0.0,0.0,0.0,50.0,300.0,0.0,0.0,0.0,0.0,0.0,50.0,300.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 50 cm x 300 meter,train,0,1,0
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.952325334619427,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 60 cm x 90 cm,train,0,0,0
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.732465848349879,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 30 cm x 40 cm,train,0,0,0
Alat Pengemasan,3.0,tools,cutter,joyko,lainnya,lainnya,lainnya,8.648396877031582,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,27,5,isi cutter besar joyko l150,train,0,0,0
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.39274525863144,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train,0,0,0
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.798182590890704,0,0.0,0.0,0.0,10.0,300.0,0.0,0.0,0.0,0.0,0.0,10.0,300.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 10 cm x 300 meter,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.03947991910045,0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,25.0,15.0,9.733647773244227,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 45 cm x 25 cm x 15 cm bflute,train,1,0,0
Perlengkapan Rumah,3.5,trash_bag,plastik,lainnya,lainnya,pe,lainnya,10.942013616092948,0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,39,9,plastik sampah jumbo pe 120 cm x 180 cm,train,0,0,0
Perekat,3.0,lakban,lakban,smilepack,putih,lainnya,lainnya,8.867990898182093,0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,38,8,lakban smilepack putih 45 mm x 65 yard,train,0,0,1
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.48247656671073,0,2.7,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack hitam 2.7kg 125 cm x 50 meter,train,0,1,0
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,hitam,lainnya,lainnya,10.905974329106854,0,2.2,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap sanpack hitam 2.2kg 30 cm x 25 meter,train,0,1,0
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.085701467719382,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train,0,1,0
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.6994133306336,0,20.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 125 cm x 20kg,train,0,0,0
