Kategori Produk,Review,Family_Template,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,jumlah_dimensi_x,panjang_nama,jumlah_token,Nama_Produk_Normalized,Split_Grouped
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.933623668263472,0,0.0,4.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train
Material Busa,4.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.757082940769225,0,0.0,3.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 3 mm,train
Kemasan Fleksibel,4.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,9.648659816955297,0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 10 cm x 200 meter,test
Peralatan Industri,2.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,7.937731775260109,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 15 cm x 30 cm,test
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.216358332386156,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,10.0,8.699681400989514,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 30 cm x 20 cm x 10 cm cflute,validation
Perekat,3.5,lakban,lakban,hiro,putih,lainnya,lainnya,9.012011377036412,0,0.0,45.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,80.0,0,0,0,0,1,33,8,lakban hiro putih 45 mm x 80 yard,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.259225769705994,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,bening,lainnya,lainnya,9.39274525863144,0,0.0,0.0,0.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,10.0,150.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 10 cm x 150 meter,test
Kardus Kemasan,2.0,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.665785595466064,0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,20.0,21.0,9.298442820197728,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 26 cm x 20 cm x 21 cm cflute,test
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.089820688682371,0,2.4,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap global hitam 2.4kg 30 cm x 50 meter,train
Peralatan Industri,2.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,9.35018926709258,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 50 cm x 75 cm,test
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.344518647594766,0,2.2,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global hitam 2.2kg 125 cm x 50 meter,train
Pengikat,2.5,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,13.603555432133808,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 50kg,train
Perekat,3.0,lakban,lakban,non brand,coklat,lainnya,lainnya,8.682877107057168,1,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,39,9,lakban non brand coklat 48 mm x 50 yard,validation
Perekat,4.5,lakban,lakban,joyko,merah,lainnya,lainnya,9.35018926709258,0,0.0,48.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,90.0,0,0,0,0,1,43,9,lakban unboxing merah joyko 48 mm x 90 yard,train
Peralatan Industri,3.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.748463629942055,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 35 cm x 55 cm,validation
Perekat,3.0,lakban,lakban,yatta,biru,lainnya,lainnya,9.036106025364846,0,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,33,8,lakban yatta biru 45 mm x 85 yard,test
Peralatan Industri,3.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.537191877922927,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 40 cm x 60 cm,validation
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.292179440058462,0,0.0,80.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,46,10,sticker thermal lipat 80 mm x 80 mm 500 lembar,train
Material Busa,3.5,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.881567435377423,0,0.0,4.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 4 mm,train
Label,4.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.308985993422082,0,0.0,80.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,46,10,sticker thermal lipat 80 mm x 80 mm 500 lembar,train
Perekat,3.5,lakban,lakban,deli,putih,lainnya,lainnya,9.210440366976515,0,0.0,48.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,85.0,0,0,0,0,1,41,9,lakban fragile putih deli 48 mm x 85 yard,train
Peralatan Industri,2.5,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,9.546884034617923,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 50 cm x 75 cm,test
Pengikat,2.5,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,9.852246888342531,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia hitam 1/2kg,train
Kemasan Fleksibel,3.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.545367754151744,0,0.0,0.0,0.0,25.0,300.0,0.0,0.0,0.0,0.0,0.0,25.0,300.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 25 cm x 300 meter,train
Perekat,3.5,double_tape,pe foam,deli,lainnya,foam,lainnya,10.106469212026385,0,0.0,36.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,37,9,double tape foam deli 36 mm x 5 meter,validation
Perekat,3.5,lakban,lakban,smilepack,coklat,lainnya,lainnya,8.974744612722734,0,0.0,45.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,65.0,0,0,0,0,1,47,9,lakban fragile coklat smilepack 45 mm x 65 yard,train
Perekat,3.5,lakban,lakban,joyko,putih,lainnya,lainnya,8.999742789830492,0,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,34,8,lakban joyko putih 45 mm x 85 yard,train
Peralatan Industri,4.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,6.90875477931522,0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 15 cm x 30 cm,test
Perekat,3.0,lakban,lakban,joyko,merah,lainnya,lainnya,9.305741456739437,0,0.0,48.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,120.0,0,0,0,0,1,35,8,lakban joyko merah 48 mm x 120 yard,test
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.106469212026385,0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 50 cm x 100 meter,validation
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.648396877031582,0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,30.0,20.0,10.085850775128716,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 40 cm x 30 cm x 20 cm cflute,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,sanpack,bening,lainnya,lainnya,11.251573687764475,0,3.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,1,49,10,bubble wrap sanpack bening 3.0kg 30 cm x 25 meter,train
Kardus Kemasan,2.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.31898612539206,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,25.0,20.0,9.61587214452889,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 25 cm x 20 cm bflute,test
Perekat,4.0,lakban,lakban,smilepack,merah,lainnya,lainnya,9.082620630373812,0,0.0,45.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,1,38,8,lakban smilepack merah 45 mm x 85 yard,train
Pengikat,3.0,tali_rafia,lainnya,lainnya,merah,lainnya,lainnya,9.546884034617923,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia merah 1/2kg,test
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,smilepack,hitam,lainnya,lainnya,11.356283350762888,0,3.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,50,10,bubble wrap smilepack hitam 3.0kg 30 cm x 50 meter,train
Kardus Kemasan,4.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.696667081526462,0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,19.0,9.0,8.668196064952765,0.0,0.0,0.0,0.0,1,0,0,0,2,42,11,kardus packing 34 cm x 19 cm x 9 cm bflute,train
Peralatan Industri,3.0,plastik_hdpe,plastik hd,lainnya,lainnya,hd,lainnya,8.895766604056085,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik hd 40 cm x 60 cm,validation
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,cflute,lainnya,8.294299608857235,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,20.0,30.0,9.798182590890704,0.0,0.0,0.0,0.0,0,1,0,0,2,43,11,kardus packing 30 cm x 20 cm x 30 cm cflute,train
Alat Pengemasan,3.0,tools,lakban,joyko,lainnya,lainnya,lainnya,9.825580063659602,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,3,dispenser lakban joyko,test
Pengikat,3.0,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,9.928228944424577,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia hijau 1kg,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.043292972227004,0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0.0,0.0,0.0,30.0,150.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 30 cm x 150 meter,train
Perlengkapan Pengemasan,3.5,karung,plastik,lainnya,lainnya,lainnya,lainnya,10.778977123006351,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,35,8,karung plastik jumbo 90 cm x 120 cm,validation
Peralatan Industri,2.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.770013301136158,0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,25,7,plastik pe 60 cm x 100 cm,validation
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.680406499268877,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train
Label,3.0,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.933124826700707,0,0.0,60.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,41,9,sticker thermal 60 mm x 40 mm 1000 lembar,train
Pelindung Kemasan,3.5,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.320565693461432,0,3.2,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap global hitam 3.2kg 60 cm x 25 meter,train
Perlengkapan Rumah,3.0,trash_bag,plastik,lainnya,lainnya,lainnya,lainnya,9.35018926709258,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,36,8,kantong plastik sampah 50 cm x 75 cm,test
Pengikat,3.5,tali_rafia,lainnya,lainnya,hijau,lainnya,lainnya,13.51440681653079,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hijau 50kg,train
Kemasan Fleksibel,3.0,wrapping,wrapping,lainnya,bening,lainnya,lainnya,10.4193305681139,0,0.0,0.0,0.0,25.0,250.0,0.0,0.0,0.0,0.0,0.0,25.0,250.0,0.0,0.0,0,0,0,0,1,33,7,wrapping bening 25 cm x 250 meter,validation
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.716207971151853,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 35 cm x 55 cm,validation
Perlengkapan Rumah,4.0,trash_bag,plastik,lainnya,lainnya,lainnya,lainnya,10.165890277802454,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,37,8,kantong plastik sampah 90 cm x 120 cm,train
Kemasan Fleksibel,2.5,wrapping,wrapping,lainnya,hitam,lainnya,lainnya,10.32551474894327,0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,100.0,0.0,0.0,0,0,0,0,1,32,7,wrapping hitam 50 cm x 100 meter,validation
Perlengkapan Pengemasan,3.5,karung,plastik,lainnya,lainnya,lainnya,lainnya,10.584081267024454,0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,35,8,karung plastik jumbo 90 cm x 120 cm,validation
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.350418300109132,0,2.2,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack bening 2.2kg 60 cm x 50 meter,train
Perekat,3.5,lakban,lakban,yatta,putih,lainnya,lainnya,8.716207971151853,0,0.0,45.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,1,34,8,lakban yatta putih 45 mm x 50 yard,train
Perekat,3.5,lakban,lakban,smilepack,biru,lainnya,lainnya,9.179984251961285,0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,1,46,9,lakban unboxing biru smilepack 45 mm x 70 yard,train
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.60824473564232,0,3.2,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack hitam 3.2kg 125 cm x 50 meter,train
Pengikat,3.5,tali_rafia,lainnya,lainnya,biru,lainnya,lainnya,13.591117476312084,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,20,4,tali rafia biru 50kg,test
Perekat,3.5,lakban,lakban,sanpack,coklat,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,1,46,9,lakban unboxing coklat sanpack 45 mm x 90 yard,train
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,11.127277689932466,0,2.4,0.0,0.0,60.0,50.0,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,0,0,0,0,1,48,10,bubble wrap global bening 2.4kg 60 cm x 50 meter,train
Perekat,3.5,lakban,lakban,yatta,bening,lainnya,lainnya,8.665785595466064,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,35,8,lakban yatta bening 48 mm x 50 yard,train
Kardus Kemasan,3.0,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.476579508530941,0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,28.0,27.0,10.755197095695795,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 62 cm x 28 cm x 27 cm bflute,test
Pelindung Kemasan,4.5,bubble_wrap,bubble wrap,upack,hitam,lainnya,lainnya,11.338583982516496,0,3.2,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,46,10,bubble wrap upack hitam 3.2kg 30 cm x 50 meter,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.412054873292933,0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,25.0,20.0,9.61587214452889,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 30 cm x 25 cm x 20 cm bflute,test
Pelindung Kemasan,4.0,bubble_wrap,bubble wrap,upack,bening,lainnya,lainnya,11.37940550085183,0,3.0,0.0,0.0,30.0,50.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap upack bening 3.0kg 30 cm x 50 meter,train
Pelindung Kemasan,3.0,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,11.082157933374816,0,2.2,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,1,47,10,bubble wrap global hitam 2.2kg 60 cm x 25 meter,validation
Alat Pengemasan,3.5,tools,staples,joyko,lainnya,lainnya,lainnya,9.546884034617923,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,23,4,isi staples kecil joyko,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,13.166382176694867,0,0.0,5.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 5 mm,train
Perekat,3.0,double_tape,pe foam,non brand,lainnya,foam,lainnya,10.308985993422082,1,0.0,48.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,42,10,double tape foam non brand 48 mm x 5 meter,validation
Perekat,3.0,lakban,lakban,smilepack,coklat,lainnya,lainnya,8.665785595466064,0,0.0,48.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,50.0,0,0,0,0,1,39,8,lakban smilepack coklat 48 mm x 50 yard,train
Pengikat,2.5,tali_rafia,lainnya,lainnya,merah,lainnya,lainnya,10.165890277802454,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,22,4,tali rafia merah 1/2kg,test
Peralatan Industri,2.5,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,9.082620630373812,0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 45 cm x 50 cm,validation
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.04793908261736,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,7.972810784121404,0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,25.0,15.0,9.733647773244227,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 45 cm x 25 cm x 15 cm bflute,train
Perlengkapan Rumah,2.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.305741456739437,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.34177474101152,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,45,10,thermal unboxing 100 mm x 100 mm x 300 lembar,train
Perekat,4.0,lakban,lakban,deli,putih,lainnya,lainnya,9.305741456739437,0,0.0,45.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,1,34,8,lakban deli putih 45 mm x 120 yard,train
Perekat,4.0,lakban,lakban,hiro,putih,lainnya,lainnya,8.81001204797317,0,0.0,45.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,1,33,8,lakban hiro putih 45 mm x 70 yard,train
Perlengkapan Pengemasan,2.5,karung,karung,lainnya,lainnya,lainnya,lainnya,10.66897865021924,0,0.0,0.0,0.0,120.0,20.0,0.0,0.0,0.0,0.0,0.0,120.0,20.0,0.0,0.0,0,0,0,0,1,39,8,karung bagor lembaran 120 cm x 20 meter,validation
Kemasan Pengiriman,3.0,polymailer,plastik,lainnya,putih,lainnya,lainnya,9.61587214452889,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,38,8,plastik polymailer putih 40 cm x 55 cm,train
Kardus Kemasan,4.0,kardus,kardus,lainnya,lainnya,kraft,lainnya,8.366602832783736,0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,35.0,25.0,10.686269748667398,0.0,0.0,0.0,0.0,0,0,0,1,2,42,11,kardus packing 50 cm x 35 cm x 25 cm kraft,train
Peralatan Industri,3.0,plastik_hdpe,plastik pe,lainnya,lainnya,pe,lainnya,8.867990898182093,0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,24,7,plastik pe 40 cm x 60 cm,validation
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,bflute,lainnya,8.294299608857235,0,0.0,0.0,0.0,20.0,0.0,0.0,20.0,20.0,20.0,8.987321812850125,0.0,0.0,0.0,0.0,1,0,0,0,2,43,11,kardus packing 20 cm x 20 cm x 20 cm bflute,test
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.433563920090563,0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 50 cm x 75 cm,train
Label,3.5,label_thermal,thermal,lainnya,lainnya,thermal,lembar,10.389026137075234,0,0.0,100.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,48,10,sticker thermal lipat 100 mm x 100 mm 300 lembar,train
Kardus Kemasan,3.5,kardus,kardus,lainnya,lainnya,lainnya,lainnya,11.643962499267984,0,20.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,31,6,kardus singleface 200 cm x 20kg,test
Perlengkapan Rumah,3.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.881975184248867,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train
Perlengkapan Rumah,4.0,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,8.343077871169383,0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 30 cm x 50 cm,train
Perekat,3.0,lakban,lakban,sanpack,merah,lainnya,lainnya,8.895766604056085,0,0.0,48.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,65.0,0,0,0,0,1,36,8,lakban sanpack merah 48 mm x 65 yard,train
Material Busa,4.0,pe_foam,pe foam,lainnya,lainnya,foam,lainnya,12.238060533986513,0,0.0,1.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,2,33,10,pe foam 125 cm x 250 meter x 1 mm,train
Perlengkapan Rumah,3.5,laundry_pp,plastik,lainnya,lainnya,pp,lainnya,9.137877200242468,0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,40,9,kantong plastik laundry pp 35 cm x 55 cm,train
Pengikat,4.0,tali_rafia,lainnya,lainnya,hitam,lainnya,lainnya,13.556741124342862,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,21,4,tali rafia hitam 50kg,validation
